min_abs_score,max_open_vol,min_open_vol,side,n_trades,total_net_pnl,avg_net_pnl,win_rate,profit_factor,avg_hold_seconds,best_exit_reason,sharpe_proxy
1.0,0.005,0.002,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.008,0.0,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.008,0.001,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.008,0.002,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.01,0.0,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.01,0.001,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.01,0.002,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.015,0.0,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.015,0.001,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.015,0.002,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.02,0.0,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.02,0.001,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.02,0.002,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.025,0.0,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.025,0.001,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.0,0.025,0.002,SHORT,80,-2.7514,-0.03439,0.3375,0.5,173.1,trailing_expansion,-0.2686
1.8,0.005,0.0,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.005,0.001,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.005,0.002,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.008,0.0,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.008,0.001,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.008,0.002,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.01,0.0,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.01,0.001,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.01,0.002,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.015,0.0,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.015,0.001,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.015,0.002,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.02,0.0,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.02,0.001,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.02,0.002,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.025,0.0,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.025,0.001,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
1.8,0.025,0.002,SHORT,31,-1.0811,-0.03487,0.3548,0.578,159.8,trailing_expansion,-0.2232
0.8,0.005,0.0,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.005,0.001,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.005,0.002,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.008,0.0,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.008,0.001,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.008,0.002,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.01,0.0,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.01,0.001,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.01,0.002,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.015,0.0,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.015,0.001,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.015,0.002,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.02,0.0,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.02,0.001,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.02,0.002,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.025,0.0,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.025,0.001,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
0.8,0.025,0.002,SHORT,97,-3.4316,-0.03538,0.3299,0.475,176.9,trailing_expansion,-0.2847
