ts,trade_id,symbol,side,exit_reason,lc_state,aligned_score,velocity,cur_ret,peak_pnl,drawdown,entry_price,exit_price,hold_seconds,pnl_usdt,fee_usdt,net_pnl,ret_pct,ret_lev_pct
1775193537.512,INITUSDT_LONG_1775193130137_b0d921,INITUSDT,LONG,trailing_expansion,EXPANSION,1.3784,0.16728,0.00575,0.0,0.00131,0.08341,0.08389,407.1,0.1046,0.0146,0.09,0.5755,5.7547
1775193568.743,ONGUSDT_LONG_1775193448234_d74fd2,ONGUSDT,LONG,trailing_expansion,EXPANSION,2.5571,0.05008,0.00787,0.0,0.01264,0.08136,0.082,120.2,0.1637,0.0167,0.147,0.7866,7.8663
1775193606.579,TAGUSDT_LONG_1775193304069_81308d,TAGUSDT,LONG,trailing_decay,DECAY,1.2116,-0.12745,0.01974,0.0,0.00687,0.000765,0.00078,302.3,0.3191,0.0131,0.306,1.9736,19.736
1775193615.313,BRUSDT_LONG_1775193448160_e25e50,BRUSDT,LONG,dynamic_vol_stop,EXPANSION,1.4663,0.47315,-0.01002,0.0,0.01459,0.14666,0.14519,166.9,-0.1703,0.0135,-0.1839,-1.0023,-10.0232
1775193620.726,ONGUSDT_LONG_1775193569047_99ee39,ONGUSDT,LONG,dynamic_vol_stop,BUILD,1.5122,-0.26121,-0.01012,0.0,0.01313,0.082,0.08117,51.4,-0.2277,0.0179,-0.2457,-1.0122,-10.122
1775193628.014,KITEUSDT_SHORT_1775193498204_73a2fb,KITEUSDT,SHORT,trailing_expansion,EXPANSION,2.396,-0.27119,0.00511,0.0,0.00108,0.12131,0.12069,129.5,0.0862,0.0135,0.0727,0.5111,5.1109
1775193661.924,BRUSDT_LONG_1775193620823_dc53d5,BRUSDT,LONG,dynamic_vol_stop,BUILD,1.4663,0.0,-0.01,0.0,0.01375,0.14495,0.1435,40.8,-0.167,0.0133,-0.1802,-1.0003,-10.0034
1775193689.807,BEATUSDT_LONG_1775193569310_f17315,BEATUSDT,LONG,trailing_expansion,EXPANSION,1.7405,0.02384,0.04142,0.0,0.01255,0.408,0.4249,120.2,0.7752,0.0153,0.7599,4.1422,41.4216
1775193690.988,FIDAUSDT_LONG_1775193569309_142d32,FIDAUSDT,LONG,trailing_expansion,EXPANSION,1.6804,-0.08073,0.01135,0.0,0.00637,0.0185,0.01871,121.3,0.2227,0.0158,0.2069,1.1351,11.3514
1775193702.413,AIOTUSDT_LONG_1775193689559_a12472,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.8064,0.0,-0.01025,0.0,0.01298,0.0361,0.03573,12.6,-0.2306,0.0179,-0.2485,-1.0249,-10.2493
1775193728.087,HEIUSDT_LONG_1775193304925_dd3a13,HEIUSDT,LONG,lifecycle_reversal,REVERSAL,-0.462,-0.47032,0.0,0.0,0.00452,0.08591,0.08591,422.5,0.0,0.0133,-0.0133,0.0,0.0
1775193728.624,AIOTUSDT_LONG_1775193727915_325344,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.3603,0.0,-0.01009,0.0,0.01123,0.03469,0.03434,0.5,-0.227,0.0179,-0.2449,-1.0089,-10.0894
1775193735.092,BEATUSDT_LONG_1775193691550_ad0224,BEATUSDT,LONG,dynamic_vol_stop,BUILD,1.068,-0.16812,-0.01012,0.0,0.01082,0.425,0.4207,43.3,-0.1934,0.0152,-0.2086,-1.0118,-10.1176
1775193775.499,STOUSDT_SHORT_1775193629058_95c5e7,STOUSDT,SHORT,trailing_expansion,EXPANSION,2.5197,-0.17893,0.00403,0.0,0.00837,0.19586,0.19507,146.2,0.0749,0.0148,0.06,0.4033,4.0335
1775193788.185,BRUSDT_LONG_1775193662211_b6ba84,BRUSDT,LONG,lifecycle_reversal,REVERSAL,-0.9053,-0.33241,0.00871,0.0,0.00426,0.1435,0.14475,125.7,0.1454,0.0134,0.132,0.8711,8.7108
1775193788.631,BARDUSDT_SHORT_1775193489070_99cc9f,BARDUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.5085,0.43689,-0.00371,0.0,0.00405,0.2964,0.2975,299.3,-0.0702,0.0152,-0.0854,-0.3711,-3.7112
1775193790.094,SYNUSDT_LONG_1775193448347_04959f,SYNUSDT,LONG,trailing_decay,DECAY,0.4607,-0.27731,0.00406,0.0,0.00983,0.05917,0.05941,341.5,0.0913,0.018,0.0732,0.4056,4.0561
1775193798.241,ONGUSDT_LONG_1775193729312_aada44,ONGUSDT,LONG,dynamic_vol_stop,BUILD,2.7142,-0.01382,-0.01004,0.0,0.01836,0.08263,0.0818,68.7,-0.226,0.0179,-0.2439,-1.0045,-10.0448
1775193811.845,FIDAUSDT_LONG_1775193691346_3c8151,FIDAUSDT,LONG,trailing_expansion,EXPANSION,2.3284,0.13365,0.00534,0.0,0.00159,0.01871,0.01881,120.2,0.0903,0.0136,0.0768,0.5345,5.3447
1775193848.78,EULUSDT_SHORT_1775193366363_a7b178,EULUSDT,SHORT,lifecycle_reversal,REVERSAL,-1.1565,0.41006,-0.00011,0.0,0.00425,0.8735,0.8736,482.1,-0.0016,0.011,-0.0126,-0.0114,-0.1145
1775193849.682,SAPIENUSDT_LONG_1775193729107_e2cc58,SAPIENUSDT,LONG,trailing_expansion,EXPANSION,1.9824,0.82415,0.00898,0.0,0.00344,0.07465,0.07532,120.3,0.1787,0.016,0.1627,0.8975,8.9752
1775193908.049,STOUSDT_SHORT_1775193778770_bfc4cb,STOUSDT,SHORT,trailing_expansion,EXPANSION,2.0604,0.11718,0.02095,0.0,0.01188,0.19567,0.19157,129.0,0.4715,0.0178,0.4536,2.0954,20.9536
1775193909.892,CTSIUSDT_LONG_1775193789333_87037f,CTSIUSDT,LONG,trailing_expansion,EXPANSION,2.8214,0.15186,0.01542,0.0,0.00504,0.0389,0.0395,120.2,0.1658,0.0087,0.1571,1.5424,15.4242
1775193910.491,SOLVUSDT_LONG_1775193788634_fe15aa,SOLVUSDT,LONG,dynamic_vol_stop,REVERSAL,-1.2836,-0.8824,-0.00826,0.0,0.01041,0.0046,0.004562,121.6,-0.1469,0.0142,-0.1611,-0.8261,-8.2609
1775193912.176,STOUSDT_SHORT_1775193909290_e97e7b,STOUSDT,SHORT,dynamic_vol_stop,BUILD,2.0604,0.0,-0.01002,0.0,0.01034,0.19156,0.19348,2.6,-0.2144,0.0172,-0.2316,-1.0023,-10.023
1775193919.097,ONGUSDT_LONG_1775193798586_cb3c52,ONGUSDT,LONG,trailing_expansion,EXPANSION,2.2314,0.0369,0.01347,0.0,0.00265,0.08164,0.08274,120.3,0.3032,0.0181,0.285,1.3474,13.4738
1775193956.626,SAPIENUSDT_LONG_1775193852895_18c0ba,SAPIENUSDT,LONG,dynamic_vol_stop,BUILD,0.3149,-0.41687,-0.00756,0.0,0.00953,0.0754,0.07483,103.5,-0.1533,0.0162,-0.1694,-0.756,-7.5597
1775193969.661,PTBUSDT_SHORT_1775193491800_32bb59,PTBUSDT,SHORT,lifecycle_reversal,REVERSAL,0.381,0.01735,-0.00468,0.0,0.00468,0.000641,0.000644,477.6,-0.0851,0.0146,-0.0997,-0.468,-4.6802
1775193998.958,ONGUSDT_LONG_1775193956470_7750bb,ONGUSDT,LONG,dynamic_vol_stop,EXPANSION,2.5715,0.08502,-0.01007,0.0,0.01114,0.08341,0.08257,42.2,-0.2266,0.0179,-0.2445,-1.0071,-10.0707
1775194014.384,AIOTUSDT_LONG_1775193999372_0e12db,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.6398,0.0,-0.01024,0.0,0.02027,0.03419,0.03384,14.8,-0.2303,0.0179,-0.2482,-1.0237,-10.2369
1775194039.585,SOLVUSDT_LONG_1775193910910_41a2f4,SOLVUSDT,LONG,trailing_expansion,EXPANSION,0.418,0.29771,0.00416,0.0,0.00413,0.004562,0.004581,128.4,0.0652,0.0126,0.0527,0.4165,4.1648
1775194075.543,BANKUSDT_SHORT_1775193848771_acc14a,BANKUSDT,SHORT,trailing_expansion,EXPANSION,2.903,-0.08903,0.00408,0.0,0.00112,0.02697,0.02686,226.5,0.0918,0.018,0.0738,0.4079,4.0786
1775194090.456,ALGOUSDT_LONG_1775193798468_eb1fb9,ALGOUSDT,LONG,lifecycle_reversal,REVERSAL,-0.6995,-0.4086,-0.00426,0.0,0.00511,0.1173,0.1168,291.7,-0.0836,0.0156,-0.0992,-0.4263,-4.2626
1775194116.101,BLURUSDT_SHORT_1775193789548_070eaf,BLURUSDT,SHORT,dynamic_vol_stop,DECAY,0.0836,-0.08206,-0.00753,0.0,0.00956,0.01992,0.02007,326.3,-0.1175,0.0125,-0.13,-0.753,-7.5301
1775194150.643,ARCUSDT_SHORT_1775193991669_4aecd8,ARCUSDT,SHORT,lifecycle_reversal,REVERSAL,0.9245,-0.08445,0.00038,0.0,0.00075,0.05324,0.05322,158.7,0.0064,0.0136,-0.0072,0.0376,0.3757
1775194151.104,AIOTUSDT_LONG_1775194015668_103b63,AIOTUSDT,LONG,trailing_expansion,EXPANSION,2.9021,0.10056,0.12974,0.0,0.05419,0.03399,0.0384,134.6,2.7841,0.0183,2.7658,12.9744,129.744
1775194151.249,CTSIUSDT_LONG_1775193912156_1a663f,CTSIUSDT,LONG,trailing_expansion,EXPANSION,2.7972,0.04308,0.0101,0.0,0.00498,0.0396,0.04,238.9,0.2273,0.0181,0.2092,1.0101,10.101
1775194180.91,CTSIUSDT_LONG_1775194151520_17fa21,CTSIUSDT,LONG,dynamic_vol_stop,BUILD,2.7972,0.0,-0.0125,0.0,0.01496,0.04,0.0395,29.1,-0.2813,0.0179,-0.2991,-1.25,-12.5
1775194215.097,STOUSDT_SHORT_1775194118508_e4f4bf,STOUSDT,SHORT,dynamic_vol_stop,EXPANSION,2.1387,-0.09389,-0.01,0.0,0.01293,0.19393,0.19587,96.3,-0.1834,0.0147,-0.1981,-1.0004,-10.0036
1775194216.333,FIGHTUSDT_LONG_1775194090949_52550c,FIGHTUSDT,LONG,trailing_expansion,EXPANSION,1.0037,0.39578,0.00509,0.0,0.00145,0.00275,0.002764,125.1,0.0785,0.0124,0.0661,0.5091,5.0909
1775194251.95,MONUSDT_LONG_1775193912316_b2c3b8,MONUSDT,LONG,trailing_decay,DECAY,-0.1165,-0.2589,0.00462,0.0,0.00077,0.02595,0.02607,339.3,0.0793,0.0138,0.0656,0.4624,4.6243
1775194263.899,YBUSDT_LONG_1775194040098_152765,YBUSDT,LONG,dynamic_vol_stop,BUILD,1.2267,-0.00924,-0.01057,0.0,0.01207,0.1324,0.131,223.5,-0.2264,0.017,-0.2434,-1.0574,-10.574
1775194270.531,DUSDT_SHORT_1775193064474_cf41d7,DUSDT,SHORT,trailing_expansion,EXPANSION,2.6052,-0.23695,0.0041,0.0,0.00133,0.007556,0.007525,1205.7,0.0714,0.0139,0.0575,0.4103,4.1027
1775194297.834,ONTUSDT_LONG_1775194181399_543b90,ONTUSDT,LONG,dynamic_vol_stop,REVERSAL,-0.2246,0.17091,-0.00706,0.0,0.00881,0.1133,0.1125,116.2,-0.1072,0.0121,-0.1193,-0.7061,-7.0609
1775194301.574,SYNUSDT_LONG_1775194181299_c1a017,SYNUSDT,LONG,trailing_expansion,EXPANSION,2.3939,0.15643,0.0142,0.0,0.00115,0.05987,0.06072,120.0,0.2727,0.0155,0.2572,1.4197,14.1974
1775194337.636,STOUSDT_SHORT_1775194216784_9d0cc1,STOUSDT,SHORT,trailing_expansion,EXPANSION,2.3421,-0.03926,0.01241,0.0,0.01278,0.19579,0.19336,120.3,0.2637,0.0169,0.2468,1.2411,12.4113
1775194353.077,PIPPINUSDT_LONG_1775194091134_2f218a,PIPPINUSDT,LONG,trailing_expansion,EXPANSION,0.9491,0.12612,0.00407,0.0,0.00113,0.06148,0.06173,261.6,0.0474,0.0093,0.0381,0.4066,4.0664
1775194393.575,PIPPINUSDT_LONG_1775194353822_0f8265,PIPPINUSDT,LONG,dynamic_vol_stop,REVERSAL,-1.0863,-0.50885,-0.00631,0.0,0.00696,0.06176,0.06137,39.5,-0.0875,0.011,-0.0985,-0.6315,-6.3148
1775194418.153,AIOTUSDT_LONG_1775194297605_d73192,AIOTUSDT,LONG,trailing_expansion,EXPANSION,2.312,-0.1085,0.0125,0.0,0.02816,0.03681,0.03727,120.3,0.302,0.0195,0.2825,1.2497,12.4966
1775194424.274,AIOTUSDT_LONG_1775194419246_787433,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.312,0.0,-0.01018,0.0,0.0123,0.03732,0.03694,4.8,-0.2328,0.0182,-0.251,-1.0182,-10.1822
1775194475.94,BRUSDT_LONG_1775194252602_38f00f,BRUSDT,LONG,trailing_expansion,EXPANSION,0.3729,-0.33982,0.00404,0.0,0.00502,0.14616,0.14675,223.1,0.0767,0.0152,0.0615,0.4037,4.0367
1775194493.722,币安人生USDT_SHORT_1775194402848_45e733,币安人生USDT,SHORT,dynamic_vol_stop,EXPANSION,2.006,-0.20331,-0.01011,0.0,0.01011,0.04944,0.04994,90.6,-0.1595,0.0127,-0.1722,-1.0113,-10.1133
1775194495.247,BANKUSDT_SHORT_1775194076257_3c2814,BANKUSDT,SHORT,trailing_decay,DECAY,1.3885,0.24469,0.00409,0.0,0.01057,0.02687,0.02676,418.7,0.0921,0.018,0.0741,0.4094,4.0938
1775194514.886,SYNUSDT_LONG_1775194394547_c34c22,SYNUSDT,LONG,trailing_expansion,EXPANSION,2.7644,0.05071,0.0132,0.0,0.006,0.0621,0.06292,120.1,0.2971,0.0181,0.279,1.3205,13.2045
1775194549.064,YBUSDT_LONG_1775194418418_cca662,YBUSDT,LONG,trailing_expansion,EXPANSION,2.365,0.30372,0.00451,0.0,0.00149,0.1331,0.1337,130.4,0.0785,0.014,0.0645,0.4508,4.5079
1775194572.976,BLURUSDT_LONG_1775194264688_27b6f2,BLURUSDT,LONG,trailing_decay,DECAY,0.906,-0.08991,0.00593,0.0,0.00098,0.02025,0.02037,308.0,0.0992,0.0134,0.0858,0.5926,5.9259
1775194574.644,ORDIUSDT_LONG_1775194298511_6d7f75,ORDIUSDT,LONG,lifecycle_reversal,REVERSAL,0.2165,-0.08295,0.0034,0.0,0.00042,2.351,2.359,275.8,0.0488,0.0115,0.0373,0.3403,3.4028
1775194575.153,TAUSDT_SHORT_1775194220597_499dfc,TAUSDT,SHORT,lifecycle_reversal,REVERSAL,0.6898,0.13777,0.00193,0.0,0.00172,0.04657,0.04648,354.3,0.0339,0.014,0.0199,0.1933,1.9326
1775194637.934,币安人生USDT_SHORT_1775194494201_5e24e8,币安人生USDT,SHORT,lifecycle_reversal,REVERSAL,-1.886,0.62681,-0.00201,0.0,0.00261,0.04986,0.04996,142.9,-0.0412,0.0165,-0.0577,-0.2006,-2.0056
1775194637.934,SYNUSDT_LONG_1775194515263_61cbfc,SYNUSDT,LONG,trailing_expansion,EXPANSION,2.8587,0.0271,0.01033,0.0,0.02185,0.06292,0.06357,121.6,0.2324,0.0181,0.2143,1.0331,10.3306
1775194665.835,SYNUSDT_LONG_1775194638305_1ee2e8,SYNUSDT,LONG,dynamic_vol_stop,BUILD,2.8587,0.0,-0.01006,0.0,0.01901,0.0636,0.06296,27.3,-0.2264,0.0179,-0.2443,-1.0063,-10.0629
1775194691.204,BANKUSDT_SHORT_1775194496008_c4fc14,BANKUSDT,SHORT,trailing_expansion,EXPANSION,1.8109,-0.13786,0.00598,0.0,0.00113,0.02675,0.02659,195.0,0.0991,0.0132,0.0859,0.5981,5.9813
1775194695.867,DUSDT_SHORT_1775194270916_5ebe7c,DUSDT,SHORT,lifecycle_reversal,REVERSAL,1.5172,0.09831,-0.00159,0.0,0.00199,0.007528,0.00754,424.7,-0.0359,0.018,-0.0539,-0.1594,-1.594
1775194696.169,YBUSDT_LONG_1775194549547_a1853e,YBUSDT,LONG,trailing_expansion,EXPANSION,2.6985,0.11535,0.0112,0.0,0.00295,0.1339,0.1354,146.4,0.2521,0.0181,0.234,1.1202,11.2024
1775194704.601,TAGUSDT_SHORT_1775194584101_59e09e,TAGUSDT,SHORT,trailing_expansion,EXPANSION,1.0456,-0.47779,0.0116,0.0,0.00107,0.000759,0.00075,120.2,0.197,0.0135,0.1835,1.1599,11.5988
1775194756.938,SAPIENUSDT_LONG_1775194576840_c6d4cc,SAPIENUSDT,LONG,lifecycle_reversal,REVERSAL,-0.3888,-0.61939,-0.00371,0.0,0.00437,0.0755,0.07522,179.9,-0.0672,0.0145,-0.0816,-0.3709,-3.7086
1775194796.953,AIOTUSDT_LONG_1775194665833_b96e6f,AIOTUSDT,LONG,trailing_expansion,EXPANSION,2.6421,-0.05078,0.01623,0.0,0.01241,0.03759,0.0382,130.1,0.3885,0.0193,0.3692,1.6228,16.2277
1775194797.974,AIOTUSDT_LONG_1775194797235_58d802,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.6421,0.0,-0.01021,0.0,0.01227,0.03821,0.03782,0.5,-0.2454,0.0191,-0.2646,-1.0207,-10.2068
1775194806.198,DUSDT_SHORT_1775194721943_df5566,DUSDT,SHORT,dynamic_vol_stop,EXPANSION,1.9135,-0.09907,-0.01007,0.0,0.01289,0.007549,0.007625,84.0,-0.1666,0.0133,-0.1799,-1.0068,-10.0676
1775194810.161,AIOTUSDT_LONG_1775194803161_4d1215,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.6421,0.0,-0.01008,0.0,0.01505,0.03768,0.0373,6.7,-0.2403,0.019,-0.2593,-1.0085,-10.0849
1775194817.081,IOTAUSDT_LONG_1775194507804_4d0a72,IOTAUSDT,LONG,lifecycle_reversal,REVERSAL,-0.6583,-0.42246,0.00163,0.0,0.00324,0.0615,0.0616,309.0,0.0269,0.0133,0.0137,0.1626,1.626
1775194849.471,BANKUSDT_SHORT_1775194694484_86a389,BANKUSDT,SHORT,dynamic_vol_stop,EXPANSION,2.384,-0.10888,-0.01019,0.0,0.01133,0.0265,0.02677,154.7,-0.1864,0.0147,-0.2011,-1.0189,-10.1887
1775194877.381,BLURUSDT_LONG_1775194573256_e0b12e,BLURUSDT,LONG,lifecycle_reversal,REVERSAL,-0.7276,-0.25865,0.0,0.0,0.0044,0.02037,0.02037,303.8,0.0,0.011,-0.011,0.0,0.0
1775194878.829,MUSDT_SHORT_1775194747826_6ddf3f,MUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.5635,0.23859,-0.00146,0.0,0.00711,2.6017,2.6055,130.3,-0.021,0.0115,-0.0325,-0.1461,-1.4606
1775194900.605,APRUSDT_SHORT_1775194880684_d875b4,APRUSDT,SHORT,dynamic_vol_stop,BUILD,-2.1773,0.0,-0.00701,0.0,0.00829,0.1812,0.18247,19.7,-0.1404,0.0161,-0.1565,-0.7009,-7.0088
1775194918.988,CHZUSDT_SHORT_1775194759930_a9554e,CHZUSDT,SHORT,dynamic_vol_stop,REVERSAL,-1.0895,0.45959,-0.00583,0.0,0.00608,0.03948,0.03971,158.8,-0.0812,0.0112,-0.0924,-0.5826,-5.8257
1775194938.02,0GUSDT_SHORT_1775193913034_a7180c,0GUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.8049,0.28011,0.0,0.0,0.00136,0.5169,0.5169,1024.7,0.0,0.0109,-0.0109,0.0,0.0
1775194939.911,CTSIUSDT_LONG_1775194819193_5d16d6,CTSIUSDT,LONG,trailing_expansion,EXPANSION,2.5608,0.14234,0.00503,0.0,0.00249,0.0398,0.04,120.5,0.113,0.018,0.095,0.5025,5.0251
1775194951.467,AIOTUSDT_LONG_1775194811266_252fe9,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,0.3876,-0.54384,-0.00826,0.0,0.03124,0.03752,0.03721,139.9,-0.1954,0.0188,-0.2142,-0.8262,-8.2623
1775194955.044,CTSIUSDT_LONG_1775194941861_926c00,CTSIUSDT,LONG,dynamic_vol_stop,BUILD,2.5608,0.0,-0.01003,0.0,0.01003,0.0399,0.0395,12.9,-0.2256,0.0179,-0.2435,-1.0025,-10.0251
1775194998.244,YBUSDT_LONG_1775194696430_d260fa,YBUSDT,LONG,trailing_expansion,EXPANSION,2.73,0.07715,0.02437,0.0,0.00573,0.1354,0.1387,301.5,0.5484,0.0182,0.5302,2.4372,24.3722
1775194998.973,BANKUSDT_SHORT_1775194849929_8b7e7f,BANKUSDT,SHORT,trailing_expansion,EXPANSION,2.3325,-0.06672,0.00411,0.0,0.00188,0.02677,0.02666,148.8,0.0908,0.0176,0.0731,0.4109,4.1091
1775195010.795,YBUSDT_LONG_1775195000839_f9840d,YBUSDT,LONG,dynamic_vol_stop,BUILD,2.73,0.0,-0.0101,0.0,0.0101,0.1386,0.1372,9.7,-0.2415,0.019,-0.2605,-1.0101,-10.101
1775195011.761,CTSIUSDT_LONG_1775194958124_5712e3,CTSIUSDT,LONG,dynamic_vol_stop,BUILD,0.5718,-0.49724,-0.01008,0.0,0.01008,0.0397,0.0393,53.4,-0.2333,0.0184,-0.2517,-1.0076,-10.0756
1775195015.292,STOUSDT_SHORT_1775194938286_a1a244,STOUSDT,SHORT,dynamic_vol_stop,EXPANSION,1.7783,-0.18496,-0.01004,0.0,0.01142,0.19121,0.19313,76.7,-0.1584,0.0127,-0.1711,-1.0041,-10.0413
1775195058.891,ATHUSDT_SHORT_1775194835619_5aaaad,ATHUSDT,SHORT,lifecycle_reversal,REVERSAL,-1.1495,0.21868,-0.0006,0.0,0.00272,0.006625,0.006629,223.0,-0.009,0.0119,-0.0208,-0.0604,-0.6038
1775195059.374,APRUSDT_SHORT_1775194900861_f52ed3,APRUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.3722,-0.32995,0.00745,0.0,0.00305,0.18247,0.18111,158.3,0.1493,0.016,0.1333,0.7453,7.4533
1775195059.987,CHZUSDT_SHORT_1775194922906_573daa,CHZUSDT,SHORT,lifecycle_reversal,REVERSAL,0.0574,-0.23206,0.00076,0.0,0.0,0.03971,0.03968,136.8,0.0112,0.0119,-0.0007,0.0755,0.7555
1775195060.231,YBUSDT_LONG_1775195012017_17ef26,YBUSDT,LONG,dynamic_vol_stop,BUILD,-0.2604,-0.74762,-0.00729,0.0,0.01018,0.1371,0.1361,47.9,-0.1685,0.0184,-0.1869,-0.7294,-7.2939
1775195083.573,AIOTUSDT_LONG_1775195060339_2bed98,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.4606,0.0,-0.01014,0.0,0.01224,0.03749,0.03711,23.0,-0.2383,0.0187,-0.257,-1.0136,-10.136
1775195101.733,AIOTUSDT_LONG_1775195085283_667f83,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,2.4606,0.0,-0.01023,0.0,0.01156,0.03714,0.03676,16.2,-0.2391,0.0186,-0.2577,-1.0232,-10.2316
1775195107.043,VICUSDT_LONG_1775195011033_1bfd44,VICUSDT,LONG,dynamic_vol_stop,EXPANSION,2.1076,0.16273,-0.01002,0.0,0.02287,0.05092,0.05041,95.8,-0.1789,0.0142,-0.1931,-1.0016,-10.0157
1775195120.557,AIOTUSDT_LONG_1775195102137_4e02d5,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,0.725,-0.43389,-0.00925,0.0,0.01673,0.03677,0.03643,18.2,-0.2149,0.0185,-0.2334,-0.9247,-9.2467
1775195138.78,STOUSDT_SHORT_1775195016951_1b1ac8,STOUSDT,SHORT,trailing_expansion,EXPANSION,2.3413,-0.13418,0.00761,0.0,0.00104,0.1931,0.19163,121.6,0.1509,0.0158,0.1351,0.7613,7.6126
1775195162.412,VICUSDT_LONG_1775195107301_a65c26,VICUSDT,LONG,dynamic_vol_stop,REVERSAL,-1.8617,-0.99233,-0.00595,0.0,0.01552,0.05041,0.05011,54.8,-0.1229,0.0165,-0.1394,-0.5951,-5.9512
1775195187.936,BANKUSDT_SHORT_1775194999707_3ca1ba,BANKUSDT,SHORT,dynamic_vol_stop,EXPANSION,1.8797,0.04126,-0.01012,0.0,0.01392,0.02668,0.02695,188.0,-0.229,0.0182,-0.2472,-1.012,-10.1199
1775195220.646,ONGUSDT_LONG_1775195162799_4b0a64,ONGUSDT,LONG,dynamic_vol_stop,BUILD,2.1499,-0.06375,-0.01009,0.0,0.0109,0.08522,0.08436,57.6,-0.2192,0.0173,-0.2365,-1.0092,-10.0915
1775195240.773,币安人生USDT_LONG_1775195121404_42d697,币安人生USDT,LONG,dynamic_vol_stop,REVERSAL,-1.8912,-1.02849,-0.0061,0.0,0.00629,0.05247,0.05215,119.1,-0.1294,0.0169,-0.1463,-0.6099,-6.0987
1775195259.917,SIRENUSDT_SHORT_1775195134309_1a0cd9,SIRENUSDT,SHORT,trailing_expansion,EXPANSION,1.7665,-0.14621,0.00687,0.0,0.00152,0.18632,0.18504,125.3,0.1162,0.0135,0.1027,0.687,6.8699
1775195280.118,CTSIUSDT_LONG_1775195242280_786697,CTSIUSDT,LONG,dynamic_vol_stop,BUILD,2.306,0.0,-0.01238,0.0,0.01238,0.0404,0.0399,37.6,-0.2767,0.0178,-0.2945,-1.2376,-12.3762
1775195346.506,ONGUSDT_LONG_1775195220949_5fe94c,ONGUSDT,LONG,trailing_expansion,EXPANSION,2.4408,0.10239,0.00403,0.0,0.01648,0.08439,0.08473,125.3,0.0806,0.016,0.0646,0.4029,4.0289
1775195362.249,STOUSDT_SHORT_1775195241205_94c733,STOUSDT,SHORT,trailing_expansion,EXPANSION,2.371,-0.13517,0.00702,0.0,0.00803,0.19089,0.18955,120.8,0.1402,0.0159,0.1243,0.702,7.0197
1775195369.445,STOUSDT_SHORT_1775195362499_37efa1,STOUSDT,SHORT,dynamic_vol_stop,BUILD,2.0352,0.0,-0.01003,0.0,0.01158,0.18949,0.19139,6.7,-0.2188,0.0175,-0.2363,-1.0027,-10.0269
1775195407.949,ATHUSDT_SHORT_1775195060264_0333d0,ATHUSDT,SHORT,trailing_decay,DECAY,0.0043,-0.05365,0.00407,0.0,0.00061,0.00663,0.006603,347.4,0.0455,0.0089,0.0366,0.4072,4.0724
1775195417.052,SIRENUSDT_SHORT_1775195265754_191854,SIRENUSDT,SHORT,dynamic_vol_stop,BUILD,1.0758,0.10381,-0.01001,0.0,0.01358,0.18479,0.18664,151.1,-0.1857,0.0149,-0.2006,-1.0011,-10.0114
1775195471.906,STOUSDT_SHORT_1775195370511_cddc85,STOUSDT,SHORT,dynamic_vol_stop,EXPANSION,2.6068,-0.14289,-0.01005,0.0,0.01858,0.19108,0.193,101.1,-0.2138,0.0171,-0.2309,-1.0048,-10.0481
1775195483.234,HFTUSDT_LONG_1775194882991_38c8f6,HFTUSDT,LONG,lifecycle_reversal,REVERSAL,0.6956,-0.03395,0.00138,0.0,0.00206,0.0145,0.01452,600.0,0.021,0.0122,0.0088,0.1379,1.3793
1775195543.446,币安人生USDT_LONG_1775195280550_a50621,币安人生USDT,LONG,lifecycle_reversal,REVERSAL,-0.5467,-0.08077,-0.00498,0.0,0.00707,0.05224,0.05198,262.6,-0.094,0.0151,-0.109,-0.4977,-4.977
1775195560.893,STOUSDT_SHORT_1775195550588_0cd6bf,STOUSDT,SHORT,dynamic_vol_stop,BUILD,0.8372,0.0,-0.01007,0.0,0.01043,0.19468,0.19664,10.1,-0.1462,0.0117,-0.1579,-1.0068,-10.0678
1775195588.441,STOUSDT_SHORT_1775195561368_97bc04,STOUSDT,SHORT,dynamic_vol_stop,BUILD,0.8372,0.0,-0.01004,0.0,0.0285,0.19827,0.20026,26.8,-0.1433,0.0115,-0.1547,-1.0037,-10.0368
1775195603.697,PROMPTUSDT_LONG_1775195280926_17c2d6,PROMPTUSDT,LONG,lifecycle_reversal,REVERSAL,-1.0319,-0.50763,-0.00265,0.0,0.00673,0.03401,0.03392,322.5,-0.0559,0.0169,-0.0728,-0.2646,-2.6463
