ts,secs_from_entry,event_type,price,lc_state,aligned_score,velocity,cur_ret,peak_pnl,drawdown,exit_reason,extra
1775195000.84,0.0,entry,0.1386,,0.0,0.0,0.0,0.0,0.0,,score=+2.730 vol=0.2000%
1775195010.335,9.5,rank_snapshot,0.1372,BUILD,2.73,0.0,0.0,0.0,0.0,,"{'confidence': 1.0, 'sl_dist': 0.01, 'exit_trigger': 'dynamic_vol_stop'}"
1775195010.795,10.0,exit,0.1372,BUILD,2.73,0.0,-0.0101,0.0,0.0101,dynamic_vol_stop,
