ts,secs_from_entry,event_type,price,lc_state,aligned_score,velocity,cur_ret,peak_pnl,drawdown,exit_reason,extra
1775185575.969,0.0,entry,0.006939,,0.0,0.0,0.0,0.0,0.0,,score=+1.103 vol=0.2000%
1775185606.51,30.5,exit,0.006938,BUILD,1.1031,0.0,-0.00014,0.0,0.00058,strategy_stop,
