ts,secs_from_entry,event_type,price,lc_state,aligned_score,velocity,cur_ret,peak_pnl,drawdown,exit_reason,extra
1775185188.059,0.0,entry,0.007949,,0.0,0.0,0.0,0.0,0.0,,score=-1.557 vol=0.2000%
1775185196.885,8.8,rank_snapshot,0.007942,BUILD,0.7285,0.20719,0.0,0.0,0.0,,unified=-0.728 held=9s
1775185257.641,69.6,rank_snapshot,0.007928,EXPANSION,2.381,-0.25773,0.0,0.0,0.0,,unified=-2.381 held=70s
1775185257.642,69.6,lifecycle_change,0.007928,EXPANSION,2.381,-0.25773,0.00264,0.0,0.0,,BUILD->EXPANSION
1775185269.406,81.3,trailing_armed,0.007917,EXPANSION,0.0,0.0,0.00403,0.0,0.0,,
1775185308.32,120.3,trailing_hit,0.007901,EXPANSION,0.0,0.0,0.00604,0.0,0.00101,,thresh=0.1000%
1775185308.794,120.7,exit,0.007901,EXPANSION,2.381,-0.25773,0.00604,0.0,0.00101,trailing_expansion,
