ts,secs_from_entry,event_type,price,lc_state,aligned_score,velocity,cur_ret,peak_pnl,drawdown,exit_reason,extra
1775193620.824,0.0,entry,0.14495,,0.0,0.0,0.0,0.0,0.0,,score=+1.466 vol=0.2000%
1775193661.437,40.6,rank_snapshot,0.1435,BUILD,1.4663,0.0,0.0,0.0,0.0,,"{'confidence': 1.0, 'sl_dist': 0.01, 'exit_trigger': 'dynamic_vol_stop'}"
1775193661.924,41.1,exit,0.1435,BUILD,1.4663,0.0,-0.01,0.0,0.01375,dynamic_vol_stop,
