min_hold_seconds,trades,total_pnl,avg_pnl,win_rate,avg_ret_lev_pct
30,240,3.8226999999999998,0.015927916666666667,0.42916666666666664,1.4793204166666665
60,213,8.2544,0.03875305164319249,0.4835680751173709,2.577944131455399
90,194,11.4769,0.059159278350515467,0.5257731958762887,3.6019335051546397
120,176,14.244100000000001,0.08093238636363637,0.5738636363636364,4.722521022727273
180,73,1.6106,0.022063013698630136,0.5068493150684932,1.8549547945205476
